_pmid,_doi,_publicationTitle,_year,_context,_confidence,_verdict,_usageType,name
PMID:18188004,10.4161/epi.3.1.5469,Real-time PCR analysis of candidate imprinted genes on mouse chromosome 11 shows balanced expression from the maternal and paternal chromosomes and strain-specific variation in expression levels.,,"To generate B6X129S4 F1 hybrids, 129S4-Nf1−/+;Trp53−/+cis mice were crossed to wild-type B6.",0.9,Accept,Experimental Usage,129S4-Nf1−/+;Trp53−/+cis
PMID:18188004,10.4161/epi.3.1.5469,Real-time PCR analysis of candidate imprinted genes on mouse chromosome 11 shows balanced expression from the maternal and paternal chromosomes and strain-specific variation in expression levels.,,"We purchased wild-type A/J from Jackson Laboratory (Bar Harbor, ME)",0.85,Accept,Experimental Usage,A/J
PMID:18188004,10.4161/epi.3.1.5469,Real-time PCR analysis of candidate imprinted genes on mouse chromosome 11 shows balanced expression from the maternal and paternal chromosomes and strain-specific variation in expression levels.,,The B6-Nf1−/+;Trp53−/+cis we used to generate the B6XA/J F1 hybrids have been backcrossed approximately 30 generations onto C57BL/6J.,0.85,Accept,Experimental Usage,C57BL/6J
PMID:18188004,10.4161/epi.3.1.5469,Real-time PCR analysis of candidate imprinted genes on mouse chromosome 11 shows balanced expression from the maternal and paternal chromosomes and strain-specific variation in expression levels.,,The 129S4-Nf1−/+;Trp53−/+cis we used to generate the F1 hybrids have been maintained on inbred 129S4 since the generation of the knockout Nf1 and Trp53 alleles.,0.85,Accept,Experimental Usage,129S4
PMID:22811580,10.1158/1078-0432.CCR-12-1072,Ras-driven transcriptome analysis identifies aurora kinase A as a potential malignant peripheral nerve sheath tumor therapeutic target.,,"we created a transgenic mouse model, CNP-HRas12V, expressing constitutively active HRas in Schwann cells",0.95,Accept,Development,CNP-HRas12V
PMID:32193437,10.1038/s41598-020-61251-4,Longitudinal phenotype development in a minipig model of neurofibromatosis type 1.,,"...we studied a NF1 minipig model (NF1+/ex42del) and 4 littermate wildtypes, were systematically imaged at 4-, 8-, and 12-months of age...",0.95,Accept,Experimental Usage,NF1+/ex42del minipig model
PMID:32193437,10.1038/s41598-020-61251-4,Longitudinal phenotype development in a minipig model of neurofibromatosis type 1.,,"12 Yucatan minipigs (6 female, 6 male), 8 heterozygous for NF1 (NF1+/ex42del) and 4 littermate wildtypes...",0.9,Accept,Experimental Usage,Yucatan minipigs
PMID:21980365,10.1371/journal.pone.0024917,The haploinsufficient hematopoietic microenvironment is critical to the pathological fracture repair in murine models of neurofibromatosis type 1.,,"Nf1+/− mice were obtained from Dr. Tyler Jacks at the Massachusetts Institute of Technology (Cambridge, MA)",0.9,Accept,Experimental Usage,Nf1+/− mice
PMID:21980365,10.1371/journal.pone.0024917,The haploinsufficient hematopoietic microenvironment is critical to the pathological fracture repair in murine models of neurofibromatosis type 1.,,Nf1flox/flox mice were provided by Dr. Luis Parada at the University of Texas Southwestern Medical Center,0.9,Accept,Experimental Usage,Nf1flox/flox mice
PMID:21980365,10.1371/journal.pone.0024917,The haploinsufficient hematopoietic microenvironment is critical to the pathological fracture repair in murine models of neurofibromatosis type 1.,,3.9kb (peri-EGFP/Cre PeriCre) transgenic mice were generated as described elsewhere,0.85,Accept,Experimental Usage,PeriCre transgenic mice
PMID:21980365,10.1371/journal.pone.0024917,The haploinsufficient hematopoietic microenvironment is critical to the pathological fracture repair in murine models of neurofibromatosis type 1.,,Col2.3Cre transgenic mice were generated as described elsewhere,0.85,Accept,Experimental Usage,Col2.3Cre transgenic mice
PMID:21980365,10.1371/journal.pone.0024917,The haploinsufficient hematopoietic microenvironment is critical to the pathological fracture repair in murine models of neurofibromatosis type 1.,,adult PeriCre transgenic mice were crossed with ROSA26 reporter mice,0.8,Accept,Experimental Usage,ROSA26 reporter mice
PMID:21980365,10.1371/journal.pone.0024917,The haploinsufficient hematopoietic microenvironment is critical to the pathological fracture repair in murine models of neurofibromatosis type 1.,,"The C57BL/6-TgN(ACTbEGFP) 1Osb transgenic mouse line was obtained from Jackson Laboratory, Bar Harbor, Maine",0.9,Accept,Experimental Usage,C57BL/6-TgN(ACTbEGFP) 1Osb transgenic mouse line
PMID:24786638,10.1016/j.ygyno.2014.04.044,Analyses of merlin/NF2 connection to FAK inhibitor responsiveness in serous ovarian cancer.,,Female C57Bl6 TgMISIIR-TAg-low mice were housed in pathogen-free conditions according to Association for the Assessment and Accreditation for Laboratory Animal Care guidelines,0.95,Accept,Experimental Usage,C57Bl6 TgMISIIR-TAg-low mice
PMID:24997609,10.1038/nm.3583,"Asfotase-α improves bone growth, mineralization and strength in mouse models of neurofibromatosis type-1.",,WT and Col2-Nf1 KO mice were generated by crossing Nf1 flox/flox mice and Nf1 flox/+; α1(II) collagen-Cre breeders,0.9,Accept,Experimental Usage,Nf1 flox/flox mice
PMID:24997609,10.1038/nm.3583,"Asfotase-α improves bone growth, mineralization and strength in mouse models of neurofibromatosis type-1.",,WT and Col2-Nf1 KO mice were generated by crossing Nf1 flox/flox mice and Nf1 flox/+; α1(II) collagen-Cre breeders,0.9,Accept,Experimental Usage,α1(II) collagen-Cre mice
PMID:24997609,10.1038/nm.3583,"Asfotase-α improves bone growth, mineralization and strength in mouse models of neurofibromatosis type-1.",,Osx-Nf1 KO mice were generated by breeding doxycycline-fed Osx-cre; Nf1 flox/flox mice with Nf1 flox/flox breeders,0.9,Accept,Experimental Usage,Osx-cre mice
PMID:24997609,10.1038/nm.3583,"Asfotase-α improves bone growth, mineralization and strength in mouse models of neurofibromatosis type-1.",,The dose of 8.2 mg.kg−1 per day was selected because it was previously shown to be efficacious in short-term (16 days) efficacy study in Akp2−/− mice,0.85,Accept,Citation Only,Akp2−/− mice
PMID:21157378,10.1097/NEN.0b013e3182032d37,Neurofibromatosis-1 heterozygosity increases microglia in a spatially and temporally restricted pattern relevant to mouse optic glioma formation and growth.,,"Nf1+/-GFAP CKO (Nf1flox/-; GFAP-Cre), Nf1+/-GFAP CKO-TK (Nf1flox/-; GFAP-Cre; CD11b-TK), CD11b-TK mice were all maintained on a C57BL/6 background",0.9,Accept,Experimental Usage,Nf1+/-GFAP CKO mice
PMID:21157378,10.1097/NEN.0b013e3182032d37,Neurofibromatosis-1 heterozygosity increases microglia in a spatially and temporally restricted pattern relevant to mouse optic glioma formation and growth.,,"we used CD11b-TK mice, in which resident brain microglia (CD11b+, CD68+, Iba1+, CD45low cells) can be ablated at specific times after ganciclovir administration",0.9,Accept,Experimental Usage,CD11b-TK mice
PMID:21157378,10.1097/NEN.0b013e3182032d37,Neurofibromatosis-1 heterozygosity increases microglia in a spatially and temporally restricted pattern relevant to mouse optic glioma formation and growth.,,"(Cx3cr1+/GFP23), wild type (WT) and Nf1+/-;Cx3cr1+/GFP mice were all maintained on a C57BL/6 background",0.9,Accept,Experimental Usage,Cx3cr1+/GFP mice
PMID:21157378,10.1097/NEN.0b013e3182032d37,Neurofibromatosis-1 heterozygosity increases microglia in a spatially and temporally restricted pattern relevant to mouse optic glioma formation and growth.,,wild type (WT) and Nf1+/-;Cx3cr1+/GFP mice were all maintained on a C57BL/6 background. The Nf1+/- optic gliomas lack the Rosenthal fibers,0.85,Accept,Experimental Usage,Nf1+/- mice
PMID:18984165,10.1016/j.cell.2008.09.060,Neurofibromin regulation of ERK signaling modulates GABA release and learning.,,Studies with Nf1 +/− mice were performed in 129T2/SvEmsJ-C57BL/6 F1 hybrids generated. WT littermates were used as controls.,0.9,Accept,Experimental Usage,Nf1+/- mice
PMID:18984165,10.1016/j.cell.2008.09.060,Neurofibromin regulation of ERK signaling modulates GABA release and learning.,,Studies with Nf1 +/− mice were performed in 129T2/SvEmsJ-C57BL/6 F1 hybrids generated.,0.85,Accept,Experimental Usage,129T2/SvEmsJ-C57BL/6 F1 hybrids
PMID:18984165,10.1016/j.cell.2008.09.060,Neurofibromin regulation of ERK signaling modulates GABA release and learning.,,"F1 progeny from a cross between the GFAP+/− Nf1 and the cell-type specific Cre mice (floxed/+ synapsin 1-Cre, GFAP-Cre, αCaMKII-Cre, and Dlx5/6-Cre",0.9,Accept,Experimental Usage,synapsin 1-Cre mice
PMID:18984165,10.1016/j.cell.2008.09.060,Neurofibromin regulation of ERK signaling modulates GABA release and learning.,,"F1 progeny from a cross between the GFAP+/− Nf1 and the cell-type specific Cre mice (floxed/+ synapsin 1-Cre, GFAP-Cre, αCaMKII-Cre, and Dlx5/6-Cre",0.9,Accept,Experimental Usage,GFAP-Cre mice
PMID:18984165,10.1016/j.cell.2008.09.060,Neurofibromin regulation of ERK signaling modulates GABA release and learning.,,"F1 progeny from a cross between the GFAP+/− Nf1 and the cell-type specific Cre mice (floxed/+ synapsin 1-Cre, GFAP-Cre, αCaMKII-Cre, and Dlx5/6-Cre",0.9,Accept,Experimental Usage,αCaMKII-Cre mice
PMID:18984165,10.1016/j.cell.2008.09.060,Neurofibromin regulation of ERK signaling modulates GABA release and learning.,,"F1 progeny from a cross between the GFAP+/− Nf1 and the cell-type specific Cre mice (floxed/+ synapsin 1-Cre, GFAP-Cre, αCaMKII-Cre, and Dlx5/6-Cre",0.9,Accept,Experimental Usage,Dlx5/6-Cre mice
PMID:25877069,10.1007/s11626-015-9885-z,Establishment of immortalized murine mesothelial cells and a novel mesothelioma cell line.,,"We generated SV40-immortalized cell lines derived from wild-type (WT) and neurofibromatosis 2 (merlin) heterozygote (Nf2+/-) mice, both on a commonly used genetic background, C57Bl/6J.",0.85,Accept,Experimental Usage,Nf2+/- mice
PMID:25877069,10.1007/s11626-015-9885-z,Establishment of immortalized murine mesothelial cells and a novel mesothelioma cell line.,,"both on a commonly used genetic background, C57Bl/6J. All immortalized mesothelial clones consistently grow in DMEM supplemented with fetal bovine serum.",0.9,Accept,Experimental Usage,C57Bl/6J
PMID:18632626,10.1158/0008-5472.CAN-08-0190,Merlin is a potent inhibitor of glioma growth.,,"1 × 10 6 glioma cells were injected into each immunocompromised B6.129S7-Rag1 tmMom (Rag1, Jackson Laboratories) mouse",0.9,Accept,Experimental Usage,B6.129S7-Rag1 tmMom
PMID:37817770,10.3389/fonc.2023.1253659,Single-cell RNA sequencing of neurofibromas reveals a tumor microenvironment favorable for neural regeneration and immune suppression in a neurofibromatosis type 1 porcine model.,,...3.83-year-old male NF1 pig harboring an NF1 exon a31 excision producing an alternatively spliced NF1 allele...,0.85,Accept,Experimental Usage,NF1 porcine model
PMID:16524466,10.1186/1471-2202-7-22,Cognitive dysfunction in NF1 knock-out mice may result from altered vesicular trafficking of APP/DRD3 complex.,,"Nf1 +/- mice were purchased from Jackson Laboratory (symbol Nf1 ) [ tm 1 Fcr 22 ]. Breeder pairs were allowed to mate, and offspring were collected at postnatal days 10, 15, and 20.",0.95,Accept,Experimental Usage,Nf1+/- mice (Jackson Laboratory symbol Nf1tm1Fcr)
PMID:25433207,10.1016/j.ydbio.2014.11.017,Nf2-Yap signaling controls the expansion of DRG progenitors and glia during DRG development.,,"The TetO-YAP line (Camargo et al., 2007) was provided by Thijn R. Brummelkamp and Fernando D. Camargo",0.9,Accept,Experimental Usage,TetO-YAP line
PMID:25433207,10.1016/j.ydbio.2014.11.017,Nf2-Yap signaling controls the expansion of DRG progenitors and glia during DRG development.,,"Sox10-rtTA line (Ludwig et al., 2004) was a gift from Michael Wegner",0.9,Accept,Experimental Usage,Sox10-rtTA line
PMID:25433207,10.1016/j.ydbio.2014.11.017,Nf2-Yap signaling controls the expansion of DRG progenitors and glia during DRG development.,,Wnt1-Cre (Stock No: 007807) and Axin2-rtTA (Stock No: 016997) lines were obtained from the Jackson Laboratory,0.9,Accept,Experimental Usage,Wnt1-Cre
PMID:25433207,10.1016/j.ydbio.2014.11.017,Nf2-Yap signaling controls the expansion of DRG progenitors and glia during DRG development.,,Wnt1-Cre (Stock No: 007807) and Axin2-rtTA (Stock No: 016997) lines were obtained from the Jackson Laboratory,0.9,Accept,Experimental Usage,Axin2-rtTA
PMID:25433207,10.1016/j.ydbio.2014.11.017,Nf2-Yap signaling controls the expansion of DRG progenitors and glia during DRG development.,,"The Yap line (Flox/Flox Xin et al., 2011) was provided by Eric N. Olson",0.9,Accept,Experimental Usage,Yap Flox/Flox line
PMID:25433207,10.1016/j.ydbio.2014.11.017,Nf2-Yap signaling controls the expansion of DRG progenitors and glia during DRG development.,,"The Nf2 line has been described previously (Flox/Flox Giovannini et al., 2000)",0.95,Accept,Experimental Usage,Nf2 Flox/Flox line
PMID:25433207,10.1016/j.ydbio.2014.11.017,Nf2-Yap signaling controls the expansion of DRG progenitors and glia during DRG development.,,"An Nf2 allele was generated by breeding Δ Nf2 mice with the Flox/Flox Ella-Cre line (Stock No: 003724, Jackson Laboratory)",0.9,Accept,Experimental Usage,Ella-Cre line
PMID:28065690,10.1016/j.biochi.2017.01.001,Medium throughput biochemical compound screening identifies novel agents for pharmacotherapy of neurofibromatosis type 1.,,Female 6–7 weeks old nu/nu immunodeficient mice were injected subcutaneously with 10^7 S462TY cells,0.9,Accept,Experimental Usage,nu/nu immunodeficient mice
PMID:19427294,10.1016/j.stem.2009.03.017,Cell of origin and microenvironment contribution for NF1-associated dermal neurofibromas.,,The Nf1 flox/- mice are in a mixed genetic background of C57BL/6/ Sv129 and have been described previously,0.9,Accept,Experimental Usage,Nf1 flox/- mice
PMID:19427294,10.1016/j.stem.2009.03.017,Cell of origin and microenvironment contribution for NF1-associated dermal neurofibromas.,,"For conditional ablation of Nf1, we used a tamoxifen-inducible Cre line, the CMV-CreERT transgenic mice",0.9,Accept,Experimental Usage,CMV-CreERT transgenic mice
PMID:19427294,10.1016/j.stem.2009.03.017,Cell of origin and microenvironment contribution for NF1-associated dermal neurofibromas.,,"The LacZ reporter mice, ROSA26 (Soriano, 1999), were obtained from the Jackson Laboratories",0.85,Accept,Experimental Usage,ROSA26
PMID:33279959,10.1093/brain/awaa404,"Stepwise crosstalk between aberrant Nf1, Tp53 and Rb signalling pathways induces gliomagenesis in zebrafish.",,The wild-type zebrafish line (AB strain) and Tg(gfap:GFP) transgenic fish were obtained from the China Zebrafish Resource Center,0.9,Accept,Experimental Usage,AB strain
PMID:33279959,10.1093/brain/awaa404,"Stepwise crosstalk between aberrant Nf1, Tp53 and Rb signalling pathways induces gliomagenesis in zebrafish.",,"The wild-type zebrafish line (AB strain) and Tg(gfap:GFP) transgenic fish (Bernardos and Raymond, 2006) were obtained from the China Zebrafish Resource Center",0.95,Accept,Experimental Usage,Tg(gfap:GFP)
PMID:19041782,10.1016/j.stem.2008.10.003,Nf1 mutation expands an EGFR-dependent peripheral nerve progenitor that confers neurofibroma tumorigenic potential.,,"We mated Nf1 +/− C57Bl/6 females ( Brannan et al., 1994 ) with Nf1 129X1/SvJ +/− Nf1 males",0.85,Accept,Experimental Usage,Nf1+/- C57Bl/6 females
PMID:19041782,10.1016/j.stem.2008.10.003,Nf1 mutation expands an EGFR-dependent peripheral nerve progenitor that confers neurofibroma tumorigenic potential.,,"We mated Nf1 +/− C57Bl/6 females ( Brannan et al., 1994 ) with Nf1 129X1/SvJ +/− Nf1 males (Jackson; Bar Harbor, ME)",0.85,Accept,Experimental Usage,Nf1 129X1/SvJ +/− males
PMID:19041782,10.1016/j.stem.2008.10.003,Nf1 mutation expands an EGFR-dependent peripheral nerve progenitor that confers neurofibroma tumorigenic potential.,,"+/− DhhCre;Nf1 mice were generated as described ( fl/fl Wu et al., 2008 )",0.9,Accept,Experimental Usage,DhhCre;Nf1fl/fl mice
PMID:19041782,10.1016/j.stem.2008.10.003,Nf1 mutation expands an EGFR-dependent peripheral nerve progenitor that confers neurofibroma tumorigenic potential.,,We anaesthetized athymic nu/nu mice in isoflurane and subcutaneously injected 1–4.5 × 10 5 mouse or human sphere cells,0.85,Accept,Experimental Usage,athymic nu/nu mice
PMID:38900740,10.1371/journal.pone.0301040,Revisiting the NPcis mouse model: A new tool to model plexiform neurofibroma.,,The NPcis mouse model developed a malignant version of neurofibroma called malignant peripheral nerve sheath tumor (MPNST) within 3 to 6 months,0.95,Accept,Experimental Usage,NPcis mouse model
PMID:38900740,10.1371/journal.pone.0301040,Revisiting the NPcis mouse model: A new tool to model plexiform neurofibroma.,,NPcis and Hoxb7-cre Nf1 f/f mice were rederived on C57bl/6 background,0.9,Accept,Experimental Usage,Hoxb7-cre Nf1 f/f mice
PMID:38900740,10.1371/journal.pone.0301040,Revisiting the NPcis mouse model: A new tool to model plexiform neurofibroma.,,NPcis and Hoxb7-cre Nf1 f/f mice were rederived on C57bl/6 background,0.85,Accept,Experimental Usage,C57bl/6 background
PMID:32245042,10.3390/genes11030331,Kinome Profiling of NF1-Related MPNSTs in Response to Kinase Inhibition and Doxorubicin Reveals Therapeutic Vulnerabilities.,,15–25 mg portions of each tumor were transplanted into the flank of NSG-SCID mice using a 10 gauge trochar,0.85,Accept,Experimental Usage,NSG-SCID mice
PMID:19306381,10.1002/glia.20866,Neuregulin-1 beta and neuregulin-1 alpha differentially affect the migration and invasion of malignant peripheral nerve sheath tumor cells.,,"The murine A202, B76 and B97 cell lines were established from MPNSTs arising in P 0 -GGFβ3 mice",0.85,Accept,Experimental Usage,P0-GGFβ3 mice
PMID:19306381,10.1002/glia.20866,Neuregulin-1 beta and neuregulin-1 alpha differentially affect the migration and invasion of malignant peripheral nerve sheath tumor cells.,,Wild-type murine Schwann cell cultures were prepared from the sciatic nerves of adult C57BL/6 mice,0.8,Accept,Experimental Usage,C57BL/6 mice
PMID:24686726,10.1038/oncsis.2014.10,Activation of Sonic hedgehog signaling in neural progenitor cells promotes glioma development in the zebrafish optic pathway.,,"AB and Tg(UAS-E1b:nfsB-mCherry) c264 strains were acquired from the Zebrafish International Resource Center (ZIRC, Eugene, OR, USA)",0.85,Accept,Experimental Usage,AB zebrafish strain
PMID:24686726,10.1038/oncsis.2014.10,Activation of Sonic hedgehog signaling in neural progenitor cells promotes glioma development in the zebrafish optic pathway.,,"AB and Tg(UAS-E1b:nfsB-mCherry) c264 strains were acquired from the Zebrafish International Resource Center (ZIRC, Eugene, OR, USA)",0.9,Accept,Experimental Usage,Tg(UAS-E1b:nfsB-mCherry) c264
PMID:18931645,10.1097/MAO.0b013e31818b6cea,Bioluminescent imaging of intracranial vestibular schwannoma xenografts in NOD/SCID mice.,,"Female nonobese diabetic/severe combined immunodeficient (SCID) mice (Jackson Laboratories, Bar Harbor, MN, USA), 6 to 8 weeks of age, were used for schwannoma xenograft experiments",0.9,Accept,Experimental Usage,NOD/SCID mice
PMID:41616055,10.1126/sciadv.ady8382,Inhibition of focal adhesion kinase impairs tumor formation and preserves hearing in a murine model of NF2-related schwannomatosis.,,Nf2 mice were generated in our laboratory as previously described (flox/flox ;Postn-Cre + (Nf2)),0.9,Accept,Experimental Usage,Nf2 flox/flox mice
PMID:41616055,10.1126/sciadv.ady8382,Inhibition of focal adhesion kinase impairs tumor formation and preserves hearing in a murine model of NF2-related schwannomatosis.,,"FAK flox mice were purchased through the Jackson Laboratory (strain #: 031956, RRID:IMSR_JAX:031956)",0.9,Accept,Experimental Usage,FAK flox mice
PMID:41616055,10.1126/sciadv.ady8382,Inhibition of focal adhesion kinase impairs tumor formation and preserves hearing in a murine model of NF2-related schwannomatosis.,,Nf2 flox/flox ;Postn-Cre + (Nf2). FAK flox mice were purchased through the Jackson Laboratory,0.9,Accept,Experimental Usage,Postn-Cre mice
PMID:29590612,10.1016/j.celrep.2018.03.014,A Conserved Circadian Function for the Neurofibromatosis 1 Gene.,,Brainstem astrocytes obtained from Nf1 flox/flox mouse pups (postnatal days 1–2) were infected with adenovirus,0.9,Accept,Experimental Usage,Nf1 flox/flox mouse
PMID:17216419,10.1007/s10048-006-0078-5,Nf1 expression is dependent on strain background: implications for tumor suppressor haploinsufficiency studies.,,NPcis mice on the C57BL/6J background were backcrossed greater than 20 generations. NPcis mice on the 129S4/SvJae background were maintained as inbred,0.9,Accept,Experimental Usage,NPcis mice
PMID:17216419,10.1007/s10048-006-0078-5,Nf1 expression is dependent on strain background: implications for tumor suppressor haploinsufficiency studies.,,NPcis mice on the C57BL/6J background were backcrossed greater than 20 generations,0.85,Accept,Experimental Usage,C57BL/6J
PMID:17216419,10.1007/s10048-006-0078-5,Nf1 expression is dependent on strain background: implications for tumor suppressor haploinsufficiency studies.,,NPcis mice on the 129S4/SvJae background were maintained as inbred from the time of generating the mutant Nf1 and Trp53 allele,0.85,Accept,Experimental Usage,129S4/SvJae
PMID:16314489,10.1242/dev.02162,Inactivation of NF1 in CNS causes increased glial progenitor proliferation and optic glioma formation.,,"Control mice used in this study are the pool of phenotypically indistinguishable mice with genotypes Nf1flox/flox, Nf1flox/+ and Nf1flox/+; hGFAP-cre+",0.9,Accept,Experimental Usage,Nf1flox/flox mice
PMID:16314489,10.1242/dev.02162,Inactivation of NF1 in CNS causes increased glial progenitor proliferation and optic glioma formation.,,The mutant mice designated Nf1 include both hGFAP KO Nf1flox/−; hGFAP-cre+ and Nf1flox/flox; hGFAP-cre+,0.9,Accept,Experimental Usage,hGFAP-cre transgenic mice
PMID:18671844,10.1186/1741-7015-6-21,Modelling neurofibromatosis type 1 tibial dysplasia and its treatment with lovastatin.,,Mice with conditionally inactivated neurofibromin (Nf1) in the developing limbs and cranium (Nf1Prx1) show bowing of the tibia caused by decreased bone mineralisation,0.95,Accept,Experimental Usage,Nf1Prx1 mice
PMID:18671844,10.1186/1741-7015-6-21,Modelling neurofibromatosis type 1 tibial dysplasia and its treatment with lovastatin.,,The Nf1flox and Prx1Cre lines were maintained by continuous backcrossing to wild-type C57BL/6J mice to minimise genetic drift,0.9,Accept,Experimental Usage,Nf1flox mice
PMID:18671844,10.1186/1741-7015-6-21,Modelling neurofibromatosis type 1 tibial dysplasia and its treatment with lovastatin.,,The female Nf1flox mice were crossed to male Nf1flox heterozygous Prx1-Cre positive males,0.9,Accept,Experimental Usage,Prx1Cre mice
PMID:18671844,10.1186/1741-7015-6-21,Modelling neurofibromatosis type 1 tibial dysplasia and its treatment with lovastatin.,,The Nf1flox and Prx1Cre lines were maintained by continuous backcrossing to wild-type C57BL/6J mice to minimise genetic drift,0.85,Accept,Experimental Usage,C57BL/6J mice
PMID:18984156,10.1016/j.cell.2008.08.041,Nf1-dependent tumors require a microenvironment containing Nf1+/-- and c-kit-dependent bone marrow.,,"The Krox20;Nf1flox/flox mice and Krox20;Nf1flox/− mice have been previously described (Zhu et al., 2002).",0.9,Accept,Experimental Usage,Krox20;Nf1flox/flox mice
PMID:18984156,10.1016/j.cell.2008.08.041,Nf1-dependent tumors require a microenvironment containing Nf1+/-- and c-kit-dependent bone marrow.,,"The Krox20;Nf1flox/flox mice and Krox20;Nf1flox/− mice have been previously described (Zhu et al., 2002).",0.9,Accept,Experimental Usage,Krox20;Nf1flox/− mice
PMID:18984156,10.1016/j.cell.2008.08.041,Nf1-dependent tumors require a microenvironment containing Nf1+/-- and c-kit-dependent bone marrow.,,"The C57BL/6-TgN(ACTbEGFP)1Osb mice were obtained from Jackson Laboratory, Bar Harbor, ME.",0.95,Accept,Experimental Usage,C57BL/6-TgN(ACTbEGFP)1Osb mice
